name,countries,regions,localities,status,has_downhill,has_nordic,downhill_distance_km,nordic_distance_km,vertical_m,min_elevation_m,max_elevation_m,lift_count,surface_lifts_count,run_convention,wikidata_id,websites,openskimap,id,geometry,lat,lng,sources
Mount Tom,United States,Massachusetts,Holyoke,abandoned,yes,no,0,,58,147,205,,,north_america,,,https://openskimap.org/?obj=f2f6cac9aff55b2e8218ade90a9f14819f1869c1,f2f6cac9aff55b2e8218ade90a9f14819f1869c1,Point,42.249995,-72.632675,https://www.skimap.org/SkiAreas/view/2250
Калиец,Russia,Perm,,operating,no,yes,,6,56,136,192,,,europe,,,https://openskimap.org/?obj=f2f7f7d826413da356deef486f64bd615c5650b9,f2f7f7d826413da356deef486f64bd615c5650b9,Polygon,59.584342,56.790834,https://www.openstreetmap.org/way/1040321597
,Norway,Vestland,,operating,no,yes,,2,31,196,227,,,europe,,,https://openskimap.org/?obj=f2fb9349-2f38-4cac-bfb6-307fab2768bf,f2fb9349-2f38-4cac-bfb6-307fab2768bf,Point,59.822571,5.909625,
Skimore Oslo,Norway,Oslo,Oslo,operating,yes,no,11,,377,153,530,11,7,europe,Q4993402,http://www.tryvann.no/,https://openskimap.org/?obj=f306e3eef33d4e0e5625c5db98f0421fb85f7238,f306e3eef33d4e0e5625c5db98f0421fb85f7238,Polygon,59.991281,10.657693,https://www.openstreetmap.org/relation/2259942 https://www.skimap.org/SkiAreas/view/1856
,Germany,Saxony,Großrückerswalde,operating,yes,no,0,,76,438,513,1,1,europe,,,https://openskimap.org/?obj=f3070ae3-7975-4c60-a8f6-153ca2ac10fd,f3070ae3-7975-4c60-a8f6-153ca2ac10fd,Point,50.614787,13.092603,
Wintersportzentrum Oberhof,Germany,Thuringia,Oberhof,operating,yes,yes,1,2,114,718,832,3,2,europe,,,https://openskimap.org/?obj=f3078835377f770b219e4dfe2888252cabdc6e81,f3078835377f770b219e4dfe2888252cabdc6e81,Point,50.709264,10.700834,https://www.openstreetmap.org/relation/13738060
,Norway,Vestfold og Telemark,,operating,no,yes,,9,42,54,96,,,europe,,,https://openskimap.org/?obj=f3078989-b69d-4eab-b9d6-53ff73f19a24,f3078989-b69d-4eab-b9d6-53ff73f19a24,Point,59.226986,10.244392,
,Austria,Salzburg,,operating,no,yes,,12,194,839,1033,,,europe,,,https://openskimap.org/?obj=f30b2d1e-d5e4-4402-a10a-05306e05d8a1,f30b2d1e-d5e4-4402-a10a-05306e05d8a1,Point,47.493724,13.382518,
,Sweden,Vasterbotten County,,operating,no,yes,,3,29,409,438,,,europe,,,https://openskimap.org/?obj=f30cb9ef-56d1-4c8d-a207-e8e52bbc75d8,f30cb9ef-56d1-4c8d-a207-e8e52bbc75d8,Point,65.059522,18.593373,
Påminne,Finland,Uusimaa,,operating,yes,no,1,,75,10,86,4,4,europe,,https://paminne.com/,https://openskimap.org/?obj=f31335a3b4499de61a572210f76e411e392c2984,f31335a3b4499de61a572210f76e411e392c2984,Point,60.097250,23.603865,https://www.skimap.org/SkiAreas/view/14526
,Norway,Innlandet,,operating,no,yes,,3,28,387,415,,,europe,,,https://openskimap.org/?obj=f314e69c-e54a-4a32-b394-7352caa3a07a,f314e69c-e54a-4a32-b394-7352caa3a07a,Point,60.940983,11.785480,
Lyžařský vlek Malý Šišák,Czechia,Hradec Králové,,operating,yes,no,0,,45,1107,1152,1,1,europe,,,https://openskimap.org/?obj=f31e58599439e44694e7db883c06e26b7dbec817,f31e58599439e44694e7db883c06e26b7dbec817,Point,50.757466,15.632195,https://www.openstreetmap.org/relation/14311030
,Finland,Lapland,,operating,no,yes,,11,54,247,301,,,europe,,,https://openskimap.org/?obj=f32495a6-366c-4097-bd35-5e0d831e289b,f32495a6-366c-4097-bd35-5e0d831e289b,Point,68.122870,28.186789,
Chanticleer Inn,United States,Wisconsin,Washington,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=f32510f9ab2c2bdc304b31eeef8e72a5c7368bef,f32510f9ab2c2bdc304b31eeef8e72a5c7368bef,Point,45.921042,-89.197360,https://www.skimap.org/SkiAreas/view/15462
Bläsiberg Wiesensteig,Germany,Baden-Württemberg,Wiesensteig,operating,yes,yes,3,4,144,612,756,3,3,europe,,https://www.skilifte-wiesensteig.de/,https://openskimap.org/?obj=f32f8bfae6a4b7e4ef80e435b98586b7deb1f6ef,f32f8bfae6a4b7e4ef80e435b98586b7deb1f6ef,Point,48.572753,9.618959,https://www.openstreetmap.org/relation/9322574 https://www.skimap.org/SkiAreas/view/13565
,Sweden,Dalarna,Mora,operating,no,yes,,169,404,163,567,,,europe,,,https://openskimap.org/?obj=f338655b-f89c-4932-89b0-9329fe073036,f338655b-f89c-4932-89b0-9329fe073036,Point,61.029731,14.163539,
Upper Trails,United States,Michigan,"Houghton;Portage",operating,no,yes,,7,34,269,303,,,north_america,,,https://openskimap.org/?obj=f33ca5436df4b490dc3e561be1f25b21ea97b9c9,f33ca5436df4b490dc3e561be1f25b21ea97b9c9,Polygon,47.107211,-88.555304,https://www.openstreetmap.org/way/1349708543
Standing Rocks,United States,Wisconsin,,operating,yes,yes,0,15,57,336,393,,,north_america,,https://www.co.portage.wi.gov/329/Standing-Rocks-Park,https://openskimap.org/?obj=f33ff16fe233511b463b54cab9a78c05f7cc8f92,f33ff16fe233511b463b54cab9a78c05f7cc8f92,Point,44.433550,-89.398520,https://www.skimap.org/SkiAreas/view/160
,Germany,Hesse,Breidenbach,operating,yes,no,1,,160,357,517,2,2,europe,,,https://openskimap.org/?obj=f342c9b6-9300-4b12-a707-9bc69e398085,f342c9b6-9300-4b12-a707-9bc69e398085,Point,50.878812,8.425987,
,Russia,Leningrad,,operating,no,yes,,1,17,41,58,,,europe,,,https://openskimap.org/?obj=f34698d8-9cd0-40b1-b228-79acc934401d,f34698d8-9cd0-40b1-b228-79acc934401d,Point,60.283529,29.626484,
La Crapaudière,Canada,Quebec,Saint-Malachie,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=f346fa1e0f04f08d6d7fbd08fcd39e1306248629,f346fa1e0f04f08d6d7fbd08fcd39e1306248629,Point,46.490829,-70.708222,https://www.skimap.org/SkiAreas/view/18486
,Sweden,Jonkoping,Habo,operating,no,yes,,3,21,192,213,,,europe,,,https://openskimap.org/?obj=f3481941-4393-4cc5-bcf9-c2e7fb5238c8,f3481941-4393-4cc5-bcf9-c2e7fb5238c8,Point,57.896670,14.063697,
,Norway,Nordland,,operating,no,yes,,22,300,3,303,,,europe,,,https://openskimap.org/?obj=f34cbee2-fb62-4cb9-b7d9-a52ad91e0914,f34cbee2-fb62-4cb9-b7d9-a52ad91e0914,Point,68.403620,17.358261,
Hardwick Trails,United States,Vermont,Hardwick,operating,no,yes,,,,,,,,north_america,,https://hardwicktrails.com/activities/nordic-and-backcountry-skiing/,https://openskimap.org/?obj=f35fbe3a5c2972c275e724864798c26c63a146c5,f35fbe3a5c2972c275e724864798c26c63a146c5,Point,44.508963,-72.363554,https://www.skimap.org/SkiAreas/view/16863
,Finland,Pirkanmaa,,operating,no,yes,,4,36,97,134,,,europe,,,https://openskimap.org/?obj=f361b443-1b6a-4f05-bd1f-1dd5290f155e,f361b443-1b6a-4f05-bd1f-1dd5290f155e,Point,61.402539,23.783756,
Donovaly,Slovakia,Banska Bystrica,,operating,yes,yes,9,1,448,908,1356,23,21,europe,Q617248,https://www.parksnow.sk/zima/,https://openskimap.org/?obj=f3673494c5e9c944c88bc2482e1b42785db85488,f3673494c5e9c944c88bc2482e1b42785db85488,Polygon,48.877002,19.227942,https://www.openstreetmap.org/way/190875417 https://www.skimap.org/SkiAreas/view/1954
Pukkivuori,Finland,Pirkanmaa,Virrat,operating,yes,no,,,,,,,,europe,,,https://openskimap.org/?obj=f36c8ce482aaa60521f5c15ec740b52ac52ebdde,f36c8ce482aaa60521f5c15ec740b52ac52ebdde,Polygon,62.234284,23.763661,https://www.openstreetmap.org/relation/15508068 https://www.skimap.org/SkiAreas/view/15518
Appenzell,Switzerland,Appenzell Innerrhoden,Appenzell,operating,yes,no,6,,352,812,1164,1,1,europe,,https://www.skilift-sollegg.ch,https://openskimap.org/?obj=f3788c639179ad3885d1fb1e90834e428a967c97,f3788c639179ad3885d1fb1e90834e428a967c97,Point,47.320986,9.401820,https://www.openstreetmap.org/relation/8910898 https://www.skimap.org/SkiAreas/view/15168
Tan-Tar-A,United States,Missouri,Osage,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=f38543d9b9ce641270baaa162de97f34fce6a8f3,f38543d9b9ce641270baaa162de97f34fce6a8f3,Point,38.129020,-92.701274,https://www.skimap.org/SkiAreas/view/4035
Casa Baraj,Romania,Caras-Severin,,operating,yes,no,1,,114,593,707,2,1,europe,,,https://openskimap.org/?obj=f390f90aadbc3c1301ee6429d8786ec7a1f885a7,f390f90aadbc3c1301ee6429d8786ec7a1f885a7,Polygon,45.214763,22.030901,https://www.openstreetmap.org/way/311390738
,Russia,Moscow Oblast,,operating,no,yes,,13,67,167,234,,,europe,,,https://openskimap.org/?obj=f39cfe67-1b4c-45e1-ab44-09d367f8429c,f39cfe67-1b4c-45e1-ab44-09d367f8429c,Point,55.421577,36.776706,
,Germany,Baden-Württemberg,Trossingen,operating,no,yes,,7,46,701,747,,,europe,,,https://openskimap.org/?obj=f39e03be-4adf-4409-bcd0-7b6d93f574a4,f39e03be-4adf-4409-bcd0-7b6d93f574a4,Point,48.087782,8.622104,
,Germany,Hesse,Brachttal,operating,no,yes,,4,37,306,342,,,europe,,,https://openskimap.org/?obj=f39eba32-c9f7-4ef4-b2a5-fc1cb34aa9ab,f39eba32-c9f7-4ef4-b2a5-fc1cb34aa9ab,Point,50.309473,9.333051,
,Sweden,Jamtland,,operating,yes,no,2,,200,711,911,1,1,europe,,,https://openskimap.org/?obj=f3a04e61f03630ece28f7a7622ae9b2ba99c39f6,f3a04e61f03630ece28f7a7622ae9b2ba99c39f6,Polygon,62.471047,13.983930,https://www.openstreetmap.org/way/1486149326
leMelette,Italy,Vicenza,,operating,yes,yes,12,,309,1422,1731,7,3,europe,,https://www.lemelette.it/,https://openskimap.org/?obj=f3b01d5a202c7ac0a817d5113c33ece26af5b23f,f3b01d5a202c7ac0a817d5113c33ece26af5b23f,Polygon,45.921870,11.569777,https://www.openstreetmap.org/way/1311276655 https://www.skimap.org/SkiAreas/view/4428
,Sweden,Orebro,,operating,no,yes,,4,37,138,175,,,europe,,,https://openskimap.org/?obj=f3c272b1-b4b6-4a99-b6aa-5c65739f7063,f3c272b1-b4b6-4a99-b6aa-5c65739f7063,Point,59.406932,14.588243,
Скијачки центар Попова шапка,North Macedonia,"Bogovinje Municipality;Tetovo Municipality",,operating,yes,no,19,,712,1665,2377,8,5,europe,,https://skimacedonia.mk/ski-regions/popova-sapka/?lang=en,https://openskimap.org/?obj=f3c460921997b7a952418bdb735251e921e89466,f3c460921997b7a952418bdb735251e921e89466,Point,42.012944,20.870422,https://www.openstreetmap.org/relation/10374407 https://www.skimap.org/SkiAreas/view/1839
Sugar Hills,United States,Minnesota,Deer Lake,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=f3c4e9fd85ccd8e79fd858e0f86de7e12bcfc6ed,f3c4e9fd85ccd8e79fd858e0f86de7e12bcfc6ed,Point,47.132812,-93.670464,https://www.skimap.org/SkiAreas/view/4914
Mallín Alto,Argentina,Rio Negro,,operating,yes,no,,,,,,,,europe,,https://www.mallinalto.com/,https://openskimap.org/?obj=f3c86d23fcfa550e91ecedaee7b52aa00f1be110,f3c86d23fcfa550e91ecedaee7b52aa00f1be110,Point,-41.359288,-71.299210,https://www.skimap.org/SkiAreas/view/19193
Mikulčin vrch - Lopata,Czechia,Zlín,,operating,yes,no,1,,129,609,738,2,2,europe,,https://www.skicentrumbilekarpaty.cz/,https://openskimap.org/?obj=f3d1d9ee12f19565fa3b281ee2c732d680250a7e,f3d1d9ee12f19565fa3b281ee2c732d680250a7e,Point,48.950271,17.801903,https://www.skimap.org/SkiAreas/view/16140
,Finland,Paijanne Tavastia,,operating,no,yes,,8,40,89,129,,,europe,,,https://openskimap.org/?obj=f3d24129-13d1-4b2d-a3e0-a54e13d96533,f3d24129-13d1-4b2d-a3e0-a54e13d96533,Point,61.549123,25.696971,
Skigebiet Riesneralm - Donnersbachwald,Austria,Styria,,operating,yes,yes,27,,852,966,1819,7,4,europe,,https://www.riesneralm.at/,https://openskimap.org/?obj=f3d7a11fd271a539a636205e40ea78ca2fe333fe,f3d7a11fd271a539a636205e40ea78ca2fe333fe,Polygon,47.375278,14.102429,https://www.openstreetmap.org/way/321514417 https://www.skimap.org/SkiAreas/view/12769
Pardałówka Ugory,Poland,Lesser Poland Voivodeship,Zakopane,operating,yes,no,,,42,854,896,1,1,europe,,,https://openskimap.org/?obj=f3dcf230a6d0aa5cf563a2c7997feab5110f55f5,f3dcf230a6d0aa5cf563a2c7997feab5110f55f5,Point,49.302238,19.986176,https://www.skimap.org/SkiAreas/view/12620
"Скијалиште Ивер, Iver ski resort, Skijalište Iver",Serbia,Zlatiborski upravni okrug,,operating,yes,no,,,236,1238,1474,3,1,europe,,https://mecavnik.info/en/skijaliste-iver/skijaliste-iver/,https://openskimap.org/?obj=f3dd942c5b2d4065a515d39b207fc2838a4cecc5,f3dd942c5b2d4065a515d39b207fc2838a4cecc5,Point,43.834106,19.465351,https://www.openstreetmap.org/relation/12210704 https://www.skimap.org/SkiAreas/view/1057
,Sweden,Jamtland,,operating,no,yes,,14,89,476,565,,,europe,,,https://openskimap.org/?obj=f3ddd669-2e08-477f-9b0c-96697132c496,f3ddd669-2e08-477f-9b0c-96697132c496,Point,63.784103,14.050250,
,Switzerland,Valais,Leukerbad,operating,no,yes,,4,45,1277,1323,,,europe,,,https://openskimap.org/?obj=f3e0860b-841b-47c6-945c-0c2d1472dcbe,f3e0860b-841b-47c6-945c-0c2d1472dcbe,Point,46.369832,7.622903,
,Sweden,Jamtland,,operating,no,yes,,3,28,360,388,,,europe,,,https://openskimap.org/?obj=f3e20971-8f92-46bf-a23f-a7416fc8bb3c,f3e20971-8f92-46bf-a23f-a7416fc8bb3c,Point,62.457774,14.536259,
,United States,New Hampshire,Bedford,operating,no,yes,,2,11,123,135,,,north_america,,,https://openskimap.org/?obj=f3f1a1bd-ffa7-4d38-a78e-1dca8763c131,f3f1a1bd-ffa7-4d38-a78e-1dca8763c131,Point,42.962340,-71.545934,
,Germany,Baden-Württemberg,"Grafenhausen;Schluchsee",operating,no,yes,,29,173,935,1108,,,europe,,,https://openskimap.org/?obj=f3f3699e-70e9-4de2-92d5-6546e0792fda,f3f3699e-70e9-4de2-92d5-6546e0792fda,Point,47.825065,8.191026,
Richmond Hill,United States,Pennsylvania,Metal,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=f3f3b25deaaf32a74eeca240d494a4b2a9aa73fe,f3f3b25deaaf32a74eeca240d494a4b2a9aa73fe,Point,39.982891,-77.901328,https://www.skimap.org/SkiAreas/view/5177
Pats Peak,United States,New Hampshire,Henniker,operating,yes,no,14,,243,186,428,10,4,north_america,Q7148200,https://www.patspeak.com/,https://openskimap.org/?obj=f3f3f20af9d7fa5817abb13241635ba9d26f8337,f3f3f20af9d7fa5817abb13241635ba9d26f8337,Polygon,43.158160,-71.795878,https://www.openstreetmap.org/way/662615625 https://www.skimap.org/SkiAreas/view/355
Hochstein,Austria,Tyrol,,operating,yes,no,6,,829,681,1510,3,1,europe,,https://www.lienzer-bergbahnen.at/,https://openskimap.org/?obj=f3f790cb192581ac053a13154688c139e70d308c,f3f790cb192581ac053a13154688c139e70d308c,Polygon,46.822639,12.734104,https://www.openstreetmap.org/way/786107152
,Norway,Troms og Finnmark,,operating,no,yes,,4,109,25,134,,,europe,,,https://openskimap.org/?obj=f4007a2f-0d2e-45c2-ad89-9fc7025230d7,f4007a2f-0d2e-45c2-ad89-9fc7025230d7,Point,69.543093,19.590577,
Skomielna Czarna,Poland,Lesser Poland Voivodeship,,operating,yes,no,,,,,,,,europe,,,https://openskimap.org/?obj=f40229ba5cf4c9c2566323d98d03b6f3f0384696,f40229ba5cf4c9c2566323d98d03b6f3f0384696,Point,49.727538,19.837981,https://www.skimap.org/SkiAreas/view/12647
,Sweden,Dalarna,Falun,operating,no,yes,,33,143,162,305,,,europe,,,https://openskimap.org/?obj=f40a0f05-b294-4295-8b8f-4d0ccd585015,f40a0f05-b294-4295-8b8f-4d0ccd585015,Point,60.630278,15.667726,
,Russia,Tyumen,,operating,no,yes,,1,4,45,49,,,europe,,,https://openskimap.org/?obj=f41a77bb-ced0-4e59-a1ea-9962ce706af3,f41a77bb-ced0-4e59-a1ea-9962ce706af3,Point,57.395934,67.081223,
,Austria,Upper Austria,,operating,no,yes,,8,155,684,840,,,europe,,,https://openskimap.org/?obj=f42343ff-f836-4e9d-9c7b-b468d3867265,f42343ff-f836-4e9d-9c7b-b468d3867265,Point,48.504195,13.677613,
,Finland,Ostrobothnia,,operating,no,yes,,1,5,9,14,,,europe,,,https://openskimap.org/?obj=f425bf98-a642-4067-acc0-c983bb968731,f425bf98-a642-4067-acc0-c983bb968731,Point,63.809907,22.768991,
,Germany,North Rhine-Westphalia,Meschede,operating,yes,no,1,,94,457,551,1,1,europe,,,https://openskimap.org/?obj=f42b5620-677b-4839-adb6-44b65eafd141,f42b5620-677b-4839-adb6-44b65eafd141,Point,51.282917,8.127600,
,Norway,Viken,,operating,yes,no,,,158,116,274,1,1,europe,,,https://openskimap.org/?obj=f42e63b1-bd25-44a8-b7f8-ef798a25cf5b,f42e63b1-bd25-44a8-b7f8-ef798a25cf5b,Point,59.499543,10.005020,
,Sweden,Norrbotten,,operating,no,yes,,38,113,247,360,,,europe,,,https://openskimap.org/?obj=f432a546-9b3a-425b-8477-e9114946a283,f432a546-9b3a-425b-8477-e9114946a283,Point,67.666814,21.424868,
,Russia,Tatarstan,,operating,no,yes,,3,24,107,131,,,europe,,,https://openskimap.org/?obj=f440f356-c87e-4881-80d6-2d59eaf9eff7,f440f356-c87e-4881-80d6-2d59eaf9eff7,Point,55.759184,49.213555,
,Italy,Udine,,operating,no,yes,,3,22,900,921,,,europe,,,https://openskimap.org/?obj=f44f6189-75a8-4d1a-bf97-a35c3ce08b3e,f44f6189-75a8-4d1a-bf97-a35c3ce08b3e,Point,46.589945,12.967226,
Alpine Ski Club,Canada,Ontario,The Blue Mountains,operating,yes,no,13,,210,233,443,5,1,north_america,,https://www.alpineskiclub.com/,https://openskimap.org/?obj=f4517a758c30182ed2af8282855aef7a23c6d6fb,f4517a758c30182ed2af8282855aef7a23c6d6fb,Polygon,44.522234,-80.351553,https://www.openstreetmap.org/way/1040649719 https://www.skimap.org/SkiAreas/view/129
,Austria,Lower Austria,,operating,no,yes,,18,144,614,758,,,europe,,,https://openskimap.org/?obj=f45519ee-8f18-4f7e-a0c4-d04734588983,f45519ee-8f18-4f7e-a0c4-d04734588983,Point,47.828646,15.549098,
Campton Mountain,United States,New Hampshire,Campton,operating,yes,no,1,,99,366,465,2,1,north_america,,https://camptonmountain.com/,https://openskimap.org/?obj=f4589de960c64fd85a7f65b7b4d7e1b022bacb29,f4589de960c64fd85a7f65b7b4d7e1b022bacb29,Polygon,43.866530,-71.610033,https://www.openstreetmap.org/way/1362711736 https://www.skimap.org/SkiAreas/view/3044
Les Sentiers du Moulin,Canada,Quebec,"Lac-Beauport;Sainte-Brigitte-de-Laval;Stoneham-et-Tewkesbury",operating,no,yes,,43,293,342,635,,,north_america,,https://www.sentiersdumoulin.com/activite/ski-de-fond,https://openskimap.org/?obj=f46417359ccb63e552bdf50b48b7d1fa724e72af,f46417359ccb63e552bdf50b48b7d1fa724e72af,Point,46.983436,-71.269255,https://www.skimap.org/SkiAreas/view/16284
,Germany,Bavaria,"Bad Alexandersbad;Marktredwitz;Nagel;Tröstau;Tröstauer Forst-Ost;Waldershof;Wunsiedel",operating,no,yes,,29,246,557,803,,,europe,,,https://openskimap.org/?obj=f4660658-01ea-4cd0-a798-5491424cd11e,f4660658-01ea-4cd0-a798-5491424cd11e,Point,49.996086,11.979553,
Massie - Hall Ski Trails,United States,Minnesota,"Lutsen;West Cook",operating,no,yes,,28,169,205,374,,,north_america,,https://www.norpinetrails.org/,https://openskimap.org/?obj=f468349f1306caf6095845b622a3a4e5f7a7e440,f468349f1306caf6095845b622a3a4e5f7a7e440,Point,47.673963,-90.627750,https://www.openstreetmap.org/relation/18379360
Simplon,Switzerland,Valais,Simplon Hospiz,abandoned,yes,no,,,,,,,,europe,,,https://openskimap.org/?obj=f468d20aa6cb5693e050ef066557c19ac924049e,f468d20aa6cb5693e050ef066557c19ac924049e,Point,46.250841,8.036050,https://www.skimap.org/SkiAreas/view/15388
Nevados de Vilcún,Chile,De La Araucania,,operating,yes,no,,,,,,,,europe,,https://nevadosdevilcun.cl/,https://openskimap.org/?obj=f47b8889e254921fa60e05f1c3591d7cfc1b9f56,f47b8889e254921fa60e05f1c3591d7cfc1b9f56,Point,-38.701186,-71.799603,https://www.skimap.org/SkiAreas/view/18402
La Plagne,France,Savoie,"Aime;Bellentre;Bozel;Champagny-en-Vanoise;Peisey-Nancroix",operating,yes,yes,189,4,1500,1216,2717,71,34,europe,,https://paradiski.com/,https://openskimap.org/?obj=f47f7e05cc676b25b6a00f77f0b86a897f03018c,f47f7e05cc676b25b6a00f77f0b86a897f03018c,Point,45.508298,6.694917,https://www.openstreetmap.org/relation/5994157 https://www.skimap.org/SkiAreas/view/1080
,Italy,Cuneo,,operating,no,yes,,3,30,1333,1363,,,europe,,,https://openskimap.org/?obj=f481e33c-81a1-4485-85f2-54986131818d,f481e33c-81a1-4485-85f2-54986131818d,Point,44.199201,7.497806,
Красные горки,Russia,Perm,Zakamsk,operating,no,yes,,7,27,108,134,,,europe,,,https://openskimap.org/?obj=f484bd74a70accd84c91c087e6a3af7c8e897070,f484bd74a70accd84c91c087e6a3af7c8e897070,Polygon,58.028624,55.984814,https://www.openstreetmap.org/way/1055320305
,China,Anhui,,operating,yes,no,0,,27,394,421,1,1,north_america,,,https://openskimap.org/?obj=f48e7795-5b2b-4dda-85d1-0d2e2c0a8f90,f48e7795-5b2b-4dda-85d1-0d2e2c0a8f90,Point,30.689337,117.083903,
,Finland,Uusimaa,Helsinki,operating,no,yes,,1,2,13,15,,,europe,,,https://openskimap.org/?obj=f4930373-c0a7-4c8a-92fd-de4c9bb4f297,f4930373-c0a7-4c8a-92fd-de4c9bb4f297,Point,60.286073,25.027209,
Unazuki Onsen (宇奈月温泉スキー場),Japan,Toyama Prefecture,,operating,yes,no,,,86,354,440,1,,japan,,https://www.unazuki.com/,https://openskimap.org/?obj=f49371a35bdfca0edd29fc44486225bed8c21010,f49371a35bdfca0edd29fc44486225bed8c21010,Point,36.811178,137.584128,https://www.skimap.org/SkiAreas/view/1559
Thaler Höhe,Germany,Bavaria,Missen-Wilhams,operating,yes,no,4,,240,923,1163,4,4,europe,,https://www.thaler-hoehe.de/,https://openskimap.org/?obj=f49374161631a86dc10c4f731530f9d86c16118a,f49374161631a86dc10c4f731530f9d86c16118a,Point,47.583045,10.113050,https://www.openstreetmap.org/relation/9265430 https://www.skimap.org/SkiAreas/view/14472
Great Divide Ski Area,United States,Montana,Marysville,operating,yes,no,45,,419,1778,2197,6,1,north_america,,https://www.skigd.com/,https://openskimap.org/?obj=f496b839b45326fc43829c61b9881336695f00f2,f496b839b45326fc43829c61b9881336695f00f2,Polygon,46.752142,-112.326932,https://www.openstreetmap.org/way/147037315 https://www.skimap.org/SkiAreas/view/371
Vallåsen (Hallandsås),Sweden,Halland,,operating,yes,no,4,,137,45,182,7,5,europe,,https://skivallasen.se/,https://openskimap.org/?obj=f4995847055a2d51edca9ccda246373a734bcf6d,f4995847055a2d51edca9ccda246373a734bcf6d,Point,56.384385,13.108529,https://www.skimap.org/SkiAreas/view/2009
Mount Massive Golf Course,United States,Colorado,,operating,no,yes,,12,41,2937,2978,,,north_america,,,https://openskimap.org/?obj=f4a94b98b077df8ce192b0c13e8063bf9fdd9aa6,f4a94b98b077df8ce192b0c13e8063bf9fdd9aa6,Point,39.241399,-106.363335,https://www.openstreetmap.org/relation/18634649
Kašperské Hory,Czechia,Plzeň,,operating,yes,no,0,,32,739,770,2,2,europe,,,https://openskimap.org/?obj=f4b21366ad8c4d93675739fce36f6b4f57984677,f4b21366ad8c4d93675739fce36f6b4f57984677,Point,49.140397,13.563670,https://www.skimap.org/SkiAreas/view/14166
,Slovakia,Zilina,,operating,no,yes,,3,65,1153,1218,,,europe,,,https://openskimap.org/?obj=f4d10ddc-a4fa-425b-b38a-adb45978ba7b,f4d10ddc-a4fa-425b-b38a-adb45978ba7b,Point,48.964819,19.572464,
,Czechia,Hradec Králové,Vrchlabí,operating,no,yes,,13,106,482,588,,,europe,,,https://openskimap.org/?obj=f4e8165b-93d7-47b4-8f0a-45534ebb7e0e,f4e8165b-93d7-47b4-8f0a-45534ebb7e0e,Point,50.629529,15.634435,
Nakajo Town (中条町民スキー場),Japan,Niigata Prefecture,,abandoned,yes,no,,,,,,,,japan,,https://old-skier.seesaa.net/article/267382963.html,https://openskimap.org/?obj=f4ea120b59476c44675c1b68b3b1181bd749a212,f4ea120b59476c44675c1b68b3b1181bd749a212,Point,38.061354,139.429839,https://www.skimap.org/SkiAreas/view/1520
,Finland,Southern Savonia,,operating,no,yes,,3,21,78,99,,,europe,,,https://openskimap.org/?obj=f4eeecfc-c067-4c89-b5df-e832182f9553,f4eeecfc-c067-4c89-b5df-e832182f9553,Point,61.838174,28.966092,
"Динамо, Dynamo",Russia,Perm,,operating,no,yes,,39,122,124,246,,,europe,,,https://openskimap.org/?obj=f4f11145bbc5855001c1839bee056423dfccb13d,f4f11145bbc5855001c1839bee056423dfccb13d,Polygon,57.989957,56.326335,https://www.openstreetmap.org/way/1013543934
,Norway,Viken,Askim,operating,no,yes,,1,28,118,146,,,europe,,,https://openskimap.org/?obj=f4f88d72-800e-4bb1-93aa-a7f6467b3f69,f4f88d72-800e-4bb1-93aa-a7f6467b3f69,Point,59.590577,11.161152,
Kamiyūbetsu Town Gokazan (五鹿山（ごかざん）スキー場),Japan,Hokkaido Prefecture,,operating,yes,no,,,85,30,116,1,,japan,,https://www.town.yubetsu.lg.jp/50shisetsu/5outsports/ski-gokayama.html,https://openskimap.org/?obj=f4f90dc9df8d8d66fecd0126cd1800f906f343cd,f4f90dc9df8d8d66fecd0126cd1800f906f343cd,Point,44.181582,143.609913,https://www.skimap.org/SkiAreas/view/1261
,Russia,Bashkortostan,Ufa,operating,no,yes,,9,70,86,156,,,europe,,,https://openskimap.org/?obj=f4f9392a-78c8-48a2-882b-c06b17d0cd8b,f4f9392a-78c8-48a2-882b-c06b17d0cd8b,Point,54.808070,56.041480,
,Germany,Baden-Württemberg,Obernheim,operating,yes,no,0,,28,930,958,1,1,europe,,,https://openskimap.org/?obj=f4ff9aa1-0936-49d6-8d55-81aebee5a903,f4ff9aa1-0936-49d6-8d55-81aebee5a903,Point,48.170629,8.843157,
Polana Sosny,Poland,Lesser Poland Voivodeship,,operating,yes,no,2,,93,499,592,3,3,europe,,,https://openskimap.org/?obj=f500bc925e91a9d976a5d49d3f9cedd5ece8f26f,f500bc925e91a9d976a5d49d3f9cedd5ece8f26f,Point,49.404942,20.330562,https://www.skimap.org/SkiAreas/view/12629
Cimetta,Switzerland,Ticino,"Avegno;Brione sopra Minusio;Locarno;Orselina",operating,yes,no,,,1452,201,1653,14,1,europe,,https://www.cardada.ch/,https://openskimap.org/?obj=f5023cc992ce7e785b7226435512549698ee597b,f5023cc992ce7e785b7226435512549698ee597b,Point,46.193251,8.785745,https://www.openstreetmap.org/relation/9145889 https://www.skimap.org/SkiAreas/view/3715
